date;steps;duration [s];distance [m];calories [kcal];floors [min. high three meter]
2019-08-05 10:00:00 +0000;273;181.6869659307905;225.8515003538123;17;3
2019-08-05 11:00:00 +0000;802;533.7470574230549;691.0252002429843;52;2
2019-08-05 12:00:00 +0000;568;378.0153723395202;471.7580007744;35;3
2019-08-05 13:00:00 +0000;140;93.17280304143102;122.24750016689359;9;1
2019-08-05 14:00:00 +0000;369;245.57688801634322;315.31350038051824;24;3
2019-08-05 15:00:00 +0000;685;455.8812148812876;593.3915004539558;45;1
2019-08-05 16:00:00 +0000;595;395.9844129260819;453.9315015554603;34;0
2019-08-05 17:00:00 +0000;456;303.47712990637535;370.672001094812;28;1
2019-08-05 18:00:00 +0000;46;30.613920999327334;31.281500086784945;2;0
2019-08-05 19:00:00 +0000;172;114.46944373661526;127.11800010682055;10;1
2019-08-05 20:00:00 +0000;101;67.21752219417525;87.17000000000007;7;1
2019-08-05 21:00:00 +0000;5;3.327600108622536;2.3700000000026193;0;0
2019-08-05 23:00:00 +0000;30;19.96560065173522;23.238500046729314;2;0
2019-08-06 00:00:00 +0000;16;10.648320347592117;14.2400000000016;1;0
2019-08-06 03:00:00 +0000;8;5.324160173796059;6.080000000001746;0;0
2019-08-06 06:00:00 +0000;218;145.0833647359426;180.61126772120159;14;2
2019-08-06 07:00:00 +0000;825;549.0540179227185;667.1807347088095;50;3
2019-08-06 08:00:00 +0000;572;380.6774524264182;498.40760321569286;37;3
2019-08-06 09:00:00 +0000;39;25.95528084725579;33.416397238254646;3;1
2019-08-06 10:00:00 +0000;276;183.68352599596403;240.5980999946769;18;3
2019-08-06 11:00:00 +0000;371;246.90792805979223;300.5230008411236;23;3
2019-08-06 12:00:00 +0000;144;95.83488312832905;128.4993999719518;10;1
2019-08-06 13:00:00 +0000;124;82.52448269383892;106.02200002670725;8;1
2019-08-06 14:00:00 +0000;1112;740.0582641576522;912.1068020534658;69;3
2019-08-06 15:00:00 +0000;132;87.84864286763498;107.31400005341129;8;1
2019-08-06 16:00:00 +0000;1851;1231.8775602120631;1638.3270007609317;123;0
2019-08-06 18:00:00 +0000;157;104.48664341074766;129.18200029373838;10;2
2019-08-06 19:00:00 +0000;443;294.82536962395676;367.1867292490155;28;2
2019-08-06 20:00:00 +0000;414;275.52528899394605;352.0641716775695;26;1
2019-08-06 21:00:00 +0000;159;105.81768345419667;142.71550014019158;11;2
2019-08-06 22:00:00 +0000;11;7.320720238969582;10.319999999999709;1;0
2019-08-07 00:00:00 +0000;4;2.662080086898029;3.8000000000029104;0;0
2019-08-07 03:00:00 +0000;16;10.648320347592119;11.839999999996508;1;0
2019-08-07 06:00:00 +0000;1264;841.2173074597772;1094.7464763629323;82;2
2019-08-07 07:00:00 +0000;579;385.3360925784898;496.0867006635526;37;1
2019-08-07 08:00:00 +0000;469;312.12889018879395;396.24150022031245;30;3
2019-08-07 09:00:00 +0000;240;159.72480521388178;206.0405002069674;15;3
2019-08-07 11:00:00 +0000;746;496.4779362064824;647.758500981312;49;2
2019-08-07 12:00:00 +0000;702;467.19505525060424;600.3940007209967;45;3
2019-08-07 13:00:00 +0000;142;94.50384308488005;118.03380027770618;9;1
2019-08-07 14:00:00 +0000;156;103.82112338902316;133.1135001134826;10;1
2019-08-07 15:00:00 +0000;278;185.01456603941304;251.7492496948676;19;1
2019-08-07 16:00:00 +0000;729;485.16409583716586;637.9625502223221;48;4
2019-08-07 17:00:00 +0000;2027;1349.0090840355765;1750.329001588805;132;0
2019-08-07 19:00:00 +0000;183;121.79016397558485;146.8120004272423;11;1
2019-08-07 20:00:00 +0000;256;170.37312556147387;229.8257998704794;17;2
2019-08-07 21:00:00 +0000;12;7.986240260694087;11.519999999996799;1;0
2019-08-07 22:00:00 +0000;3;1.9965600651735222;2.849999999998545;0;0
2019-08-08 00:00:00 +0000;22;14.641440477939163;20.0199999999968;2;0
2019-08-08 01:00:00 +0000;10;6.655200217245072;6.529999999998836;0;0
2019-08-08 06:00:00 +0000;119;79.19688258521637;98.78889280843362;7;0
2019-08-08 07:00:00 +0000;774;515.1124968147686;624.3680089659413;47;4
2019-08-08 08:00:00 +0000;355;236.25960771220014;302.7196123045148;23;2
2019-08-08 09:00:00 +0000;338;224.94576734288347;299.8145876914489;23;6
2019-08-08 10:00:00 +0000;284;189.0076861697601;242.80850018025376;18;2
2019-08-08 11:00:00 +0000;1374;914.424509849473;1144.700402722301;86;6
2019-08-08 12:00:00 +0000;207;137.76264449697305;172.6315004873395;13;2
2019-08-08 14:00:00 +0000;416;276.856329037395;338.92250016688195;25;4
2019-08-08 15:00:00 +0000;103;68.54856223762427;90.26000013351586;7;0
2019-08-08 16:00:00 +0000;1114;741.3893042011011;878.2500022697495;66;0
2019-08-08 17:00:00 +0000;235;156.39720510525925;196.33000026703667;15;1
2019-08-08 20:00:00 +0000;50;33.276001086225364;38.30000000000291;3;1
2019-08-08 21:00:00 +0000;117;77.86584254176736;99.07782895931936;7;0
2019-08-08 22:00:00 +0000;118;78.53136256349187;97.1356712877047;7;0
2019-08-09 06:00:00 +0000;123;81.8589626721144;112.68649978637404;8;0
2019-08-09 07:00:00 +0000;697;463.8674551419816;575.1593006848707;43;4
2019-08-09 08:00:00 +0000;424;282.18048921119106;391.0832993698059;29;4
2019-08-09 09:00:00 +0000;410;272.86320890704803;353.1141999292522;27;3
2019-08-09 10:00:00 +0000;361;240.25272784254713;307.9982001495373;23;4
2019-08-09 11:00:00 +0000;686;456.54673490301207;605.7644001722292;46;2
2019-08-09 12:00:00 +0000;654;435.2500942078278;589.8377001094632;44;4
2019-08-09 13:00:00 +0000;358;238.2561677773736;279.15710118293646;21;4
2019-08-09 14:00:00 +0000;284;189.0076861697601;243.63250023365254;18;2
2019-08-09 15:00:00 +0000;901;599.6335395737811;732.6240016556039;55;0
2019-08-09 16:00:00 +0000;397;264.21144862462944;330.57530039784615;25;1
2019-08-09 17:00:00 +0000;1649;1097.4425158237125;1408.3065021562143;106;0
2019-08-09 19:00:00 +0000;578;384.6705725567653;490.72650082108885;37;3
2019-08-09 20:00:00 +0000;278;185.01456603941304;249.9615999078742;19;2
2019-08-09 21:00:00 +0000;21;13.975920456214656;18.110000000000582;1;0
2019-08-10 04:00:00 +0000;30;19.965600651735222;23.2300000000032;2;0
2019-08-10 05:00:00 +0000;76;50.579521651062564;67.33650002002105;5;0
2019-08-10 06:00:00 +0000;441;293.4943295805077;368.998500313799;28;1
2019-08-10 08:00:00 +0000;49;32.61048106450087;44.200000000004366;3;0
2019-08-10 09:00:00 +0000;1063;707.4477830931513;855.5560510906641;64;2
2019-08-10 10:00:00 +0000;1482;986.3006721957199;1225.7861359008273;92;1
2019-08-10 11:00:00 +0000;362;240.91824786427162;304.21631585901696;23;0
2019-08-10 12:00:00 +0000;1279;851.2001077856451;1015.4128106025073;76;1
2019-08-10 13:00:00 +0000;1089;724.7513036579885;889.8962906404868;67;0
2019-08-10 14:00:00 +0000;701;466.52953522887964;575.1680007743707;43;0
2019-08-10 15:00:00 +0000;997;663.523461659334;790.0900001335103;59;2
2019-08-10 16:00:00 +0000;1402;933.0590704577593;1112.4710005473753;84;2
2019-08-10 17:00:00 +0000;689;458.54329496818553;555.6625002336223;42;0
2019-08-10 18:00:00 +0000;33;21.962160716908745;18.909999999996217;1;0
2019-08-10 19:00:00 +0000;333;221.61816723426097;252.15283145273116;19;0
2019-08-10 20:00:00 +0000;81;53.907121759685104;64.77416904129149;5;0
2019-08-10 21:00:00 +0000;68;45.2553614772665;51.64999999999782;4;0
2019-08-10 23:00:00 +0000;86;57.23472186830763;66.18307094953177;5;2
2019-08-11 00:00:00 +0000;0;0.0;0.3055070383160352;0;0
2019-08-11 02:00:00 +0000;10;6.655200217245073;8.779999999998836;1;0
2019-08-11 05:00:00 +0000;26;17.303520564837196;23.959999999999127;2;0
2019-08-11 06:00:00 +0000;4;2.662080086898029;3.319999999999709;0;0
2019-08-11 09:00:00 +0000;149;99.16248323695162;119.28450012685789;9;0
2019-08-11 10:00:00 +0000;337;224.280247321159;296.1800000667645;22;2
2019-08-11 12:00:00 +0000;332;220.95264721253645;270.73620038985246;20;2
2019-08-11 13:00:00 +0000;885;588.9852192261891;735.2260006142169;55;0
2019-08-11 14:00:00 +0000;482;320.78065047121254;392.86266997876356;30;1
2019-08-11 15:00:00 +0000;786;523.0987370754627;639.3943314498249;48;0
2019-08-11 16:00:00 +0000;2521;1677.7759747674834;2004.1891800784258;151;2
2019-08-11 17:00:00 +0000;3094;2059.118947215626;2413.6078252221005;181;1
2019-08-11 18:00:00 +0000;71;47.251921542440016;52.518000106822;4;0
2019-08-11 19:00:00 +0000;423;281.51496918946657;347.8973004579457;26;1
2019-08-11 20:00:00 +0000;61;40.59672132519494;51.35150008679193;4;1
2019-08-11 21:00:00 +0000;8;5.324160173796059;5.399999999994179;0;0
2019-08-12 06:00:00 +0000;271;180.3559258873415;223.9433260692038;17;1
2019-08-12 07:00:00 +0000;695;462.53641509853264;541.5136761604647;41;5
2019-08-12 08:00:00 +0000;484;322.11169051466163;406.1275004338386;31;4
2019-08-12 09:00:00 +0000;173;115.13496375833977;148.04050020694558;11;0
2019-08-12 10:00:00 +0000;444;295.4908896456813;373.41700046061305;28;6
2019-08-12 11:00:00 +0000;1266;842.5483475032263;1068.2152019120113;80;4
2019-08-12 12:00:00 +0000;1969;1310.4089227755549;1696.4175019026152;127;1
2019-08-12 13:00:00 +0000;841;559.7023382703107;701.2476012563857;53;8
2019-08-12 14:00:00 +0000;216;143.75232469249357;185.87100001335784;14;2
2019-08-12 15:00:00 +0000;225;149.74200488801415;182.48450039386807;14;2
2019-08-12 16:00:00 +0000;162;107.81424351937018;126.02700049401028;9;2
2019-08-12 17:00:00 +0000;760;505.7952165106256;640.0363338393935;48;0
2019-08-12 18:00:00 +0000;432;287.5046493849872;380.9415548982609;29;1
2019-08-12 19:00:00 +0000;238;158.39376517043277;199.46961273105063;15;3
2019-08-12 20:00:00 +0000;149;99.1624832369516;127.54539998533437;10;1
2019-08-12 22:00:00 +0000;125;83.19000271556342;95.62000026702299;7;0
2019-08-13 03:00:00 +0000;31;20.63112067345973;26.949999999982538;2;0
2019-08-13 06:00:00 +0000;243;161.72136527905528;206.33141676918666;16;1
2019-08-13 07:00:00 +0000;601;399.97753305642885;461.3240855072066;35;4
2019-08-13 08:00:00 +0000;87;57.90024189003214;75.04612837521977;6;0
2019-08-13 09:00:00 +0000;673;447.8949746205934;575.5131826890904;43;8
2019-08-13 10:00:00 +0000;5;3.3276001086225366;4.5816892160939915;0;0
2019-08-13 11:00:00 +0000;775;515.7780168364933;669.5390011882846;50;2
2019-08-13 12:00:00 +0000;579;385.33609257848974;482.83900065421767;36;4
2019-08-13 13:00:00 +0000;264;175.69728573526993;226.24950019357493;17;2
2019-08-13 15:00:00 +0000;720;479.17441564164534;584.6840009880543;44;2
2019-08-13 16:00:00 +0000;687;457.21225492473656;549.5073018598487;41;4
2019-08-13 17:00:00 +0000;2020;1344.3504438835048;1667.0607041550393;125;0
2019-08-13 19:00:00 +0000;75;49.91400162933805;62.06350011352333;5;1
2019-08-13 20:00:00 +0000;365;242.91480792944512;289.94200082778116;22;1
2019-08-13 22:00:00 +0000;10;6.655200217245074;9.299999999988358;1;0
2019-08-14 02:00:00 +0000;2;1.3310400434490148;1.8000000000029104;0;0
2019-08-14 04:00:00 +0000;11;7.32072023896958;10.229999999995925;1;0
2019-08-14 05:00:00 +0000;24;15.972480521388174;19.277000093454262;1;0
2019-08-14 06:00:00 +0000;157;104.48664341074766;134.98410007478378;10;0
2019-08-14 07:00:00 +0000;98;65.22096212900172;79.28850018024968;6;2
2019-08-14 08:00:00 +0000;783;521.1021770102893;629.9947017383092;47;4
2019-08-14 10:00:00 +0000;674;448.560494642318;560.297212841435;42;3
2019-08-14 11:00:00 +0000;395;262.8804085811804;335.05478811993623;25;1
2019-08-14 12:00:00 +0000;409;272.1976888853235;320.65850058074284;24;1
2019-08-14 13:00:00 +0000;63;41.927761368643964;52.850000000034925;4;0
2019-08-14 14:00:00 +0000;86;57.234721868307645;78.71100001335435;6;0
2019-08-14 15:00:00 +0000;431;286.83912936326266;337.35950139518536;25;1
2019-08-14 16:00:00 +0000;754;501.80209638027856;617.7142947602064;46;4
2019-08-14 17:00:00 +0000;114;75.86928247659384;95.06900707955867;7;0
2019-08-14 18:00:00 +0000;60;39.931201303470445;52.23010005474498;4;0
2019-08-14 19:00:00 +0000;271;180.35592588734147;224.31200069427723;17;1
2019-08-14 21:00:00 +0000;58;38.60016126002142;48.12200002670579;4;0
2019-08-15 02:00:00 +0000;22;14.64144047793916;20.89999999999418;2;0
2019-08-15 04:00:00 +0000;29;19.300080630010715;27.101000013339217;2;0
2019-08-15 08:00:00 +0000;24;15.97248052138818;18.720000000001164;1;0
2019-08-15 11:00:00 +0000;70;46.58640152071552;55.66000000000349;4;1
2019-08-15 12:00:00 +0000;113;75.20376245486933;89.97000000000844;7;1
2019-08-15 13:00:00 +0000;15;9.98280032586761;12.12000000000262;1;0
2019-08-15 14:00:00 +0000;394;262.2148885594559;312.34689735941936;23;0
2019-08-15 15:00:00 +0000;209;139.09368454042203;163.5131026405521;12;0
2019-08-15 16:00:00 +0000;37;24.624240803806774;27.720000000001164;2;0
2019-08-15 17:00:00 +0000;423;281.5149691894666;357.5484008342303;27;2
2019-08-15 18:00:00 +0000;939;624.9233003993124;863.2893621391086;65;1
2019-08-15 19:00:00 +0000;67;44.589841455542;59.18689690676274;4;0
2019-08-15 20:00:00 +0000;58;38.60016126002143;48.836103133256074;4;0
2019-08-15 21:00:00 +0000;5;3.3276001086225366;5.0;0;0
2019-08-16 05:00:00 +0000;10;6.655200217245073;8.860000000000582;1;0
2019-08-16 06:00:00 +0000;1133;754.0341846138667;937.6835015821125;70;4
2019-08-16 07:00:00 +0000;48;31.94496104277635;44.279999999984284;3;0
2019-08-16 08:00:00 +0000;389;258.88728845083335;334.1899999999878;25;1
2019-08-16 09:00:00 +0000;164;109.1452835628192;137.7425001001102;10;0
2019-08-16 10:00:00 +0000;58;38.60016126002142;52.58999999999651;4;0
2019-08-16 11:00:00 +0000;502;334.09105090570273;415.26350051398913;31;1
2019-08-16 13:00:00 +0000;397;264.21144862462944;326.33100041394937;25;0
2019-08-16 14:00:00 +0000;757;503.7986564454521;604.8168018865545;45;1
2019-08-16 15:00:00 +0000;35;23.29320076035776;31.720000000001164;2;0
2019-08-16 16:00:00 +0000;191;127.1143241493809;168.41999999996915;13;0
2019-08-16 17:00:00 +0000;996;662.8579416376094;850.8129312879338;64;2
2019-08-16 18:00:00 +0000;1061;706.1167430497022;914.0180700604668;69;0
2019-08-16 19:00:00 +0000;51;33.94152110794987;37.95100014687341;3;1
2019-08-16 20:00:00 +0000;234;155.7316850835347;198.5180003738642;15;1
2019-08-16 21:00:00 +0000;67;44.589841455542;62.25999999999476;5;0
2019-08-16 22:00:00 +0000;127;84.52104275901245;105.90150022030866;8;1
2019-08-17 06:00:00 +0000;31;20.631120673459726;24.80999999999767;2;0
2019-08-17 08:00:00 +0000;90;59.89680195520567;78.8600001335144;6;0
2019-08-17 09:00:00 +0000;690;459.2088149899101;596.7805005407427;45;3
2019-08-17 11:00:00 +0000;199;132.43848432317694;160.59700049401727;12;3
2019-08-17 12:00:00 +0000;124;82.52448269383892;103.24000000000524;8;0
2019-08-17 14:00:00 +0000;344;228.93888747323052;261.1285319176223;20;0
2019-08-17 15:00:00 +0000;548;364.70497190503005;428.81146808240186;32;0
2019-08-17 16:00:00 +0000;2;1.3310400434490148;1.1200000000026193;0;0
2019-08-17 18:00:00 +0000;289;192.33528627838263;198.02999999999156;15;0
2019-08-17 19:00:00 +0000;74;49.24848160761354;54.41000000000349;4;0
2019-08-17 20:00:00 +0000;110;73.20720238969581;77.06999999999971;6;0
2019-08-18 00:00:00 +0000;194;129.11088421455443;152.68999999998778;11;1
2019-08-18 09:00:00 +0000;30;19.965600651735222;25.42000000000553;2;0
2019-08-18 10:00:00 +0000;144;95.83488312832908;108.33000000000902;8;0
2019-08-18 11:00:00 +0000;117;77.86584254176736;73.04000000000087;5;2
2019-08-18 12:00:00 +0000;437;290.83224949360965;274.7199999999939;21;1
2019-08-18 20:00:00 +0000;108;71.87616234624677;79.85000000000582;6;0
2019-08-18 21:00:00 +0000;400;266.2080086898029;283.85000000002765;21;2
2019-08-18 22:00:00 +0000;18;11.979360391041133;17.279999999998836;1;0
2019-08-19 01:00:00 +0000;32;21.29664069518423;28.89999999999418;2;0
2019-08-19 06:00:00 +0000;310;206.31120673459725;254.22750056746008;19;0
2019-08-19 07:00:00 +0000;546;363.373931861581;448.5460003470944;34;4
2019-08-19 08:00:00 +0000;361;240.25272784254713;310.3684003591188;23;4
2019-08-19 09:00:00 +0000;238;158.39376517043274;199.57550014022854;15;2
2019-08-19 10:00:00 +0000;234;155.73168508353476;205.5190001201845;15;0
2019-08-19 11:00:00 +0000;1049;698.1305027890082;875.5092025735878;66;4
2019-08-19 12:00:00 +0000;1149;764.6825049614589;991.0162998030198;74;7
2019-08-19 14:00:00 +0000;585;389.3292127088368;500.60100054735085;38;6
2019-08-19 15:00:00 +0000;525;349.3980114053664;459.324106470415;35;2
2019-08-19 16:00:00 +0000;772;513.7814567713198;658.6170950208518;49;3
2019-08-19 17:00:00 +0000;886;589.6507392479135;690.7767031669646;52;2
2019-08-19 18:00:00 +0000;1069;711.4409032234984;793.5365030909452;60;0
2019-08-19 19:00:00 +0000;119;79.19688258521637;102.25;8;0
2019-08-19 20:00:00 +0000;796;529.7539372927079;662.2261009025242;50;4
2019-08-19 21:00:00 +0000;349;232.26648758185308;297.63100014682277;22;0
2019-08-19 22:00:00 +0000;183;121.79016397558486;155.04790008549026;12;1
2019-08-20 06:00:00 +0000;10;6.655200217245073;7.759999999994761;1;0
2019-08-20 08:00:00 +0000;596;396.64993294780635;477.8644156491401;36;5
2019-08-20 09:00:00 +0000;218;145.0833647359426;191.33610006805975;14;2
2019-08-20 10:00:00 +0000;237;157.72824514870823;204.88710001466097;15;2
2019-08-20 11:00:00 +0000;1049;698.1305027890081;921.8405007409601;69;3
2019-08-20 12:00:00 +0000;1011;672.840741963477;899.6167006635078;68;4
2019-08-20 13:00:00 +0000;261;173.7007256700964;225.60400005341216;17;2
2019-08-20 14:00:00 +0000;212;141.09024460559556;183.18650015359162;14;2
2019-08-20 15:00:00 +0000;858;571.0161786396272;734.1088068918053;55;2
2019-08-20 16:00:00 +0000;708;471.1881753809513;598.3106241612254;45;2
2019-08-20 17:00:00 +0000;338;224.94576734288347;289.74287447284166;22;0
2019-08-20 18:00:00 +0000;403;268.2045687549765;349.9034965809796;26;0
2019-08-20 19:00:00 +0000;209;139.09368454042206;188.77139986513066;14;0
2019-08-20 20:00:00 +0000;328;218.29056712563843;291.0554998731677;22;0
2019-08-20 21:00:00 +0000;480;319.4496104277635;407.637500567449;31;0
2019-08-20 22:00:00 +0000;279;185.68008606113753;215.4135006475699;16;0
2019-08-20 23:00:00 +0000;222;147.74544482284065;201.44159974101058;15;1
2019-08-21 01:00:00 +0000;9;5.989680195520567;8.460000000006403;1;0
2019-08-21 02:00:00 +0000;24;15.972480521388173;22.39999999999418;2;0
2019-08-21 04:00:00 +0000;8;5.324160173796059;7.360000000000582;1;0
2019-08-21 06:00:00 +0000;91;60.562321976930164;74.11450026034436;6;0
2019-08-21 08:00:00 +0000;724;481.83649572854324;563.8355005406556;42;5
2019-08-21 09:00:00 +0000;196;130.44192425800344;173.95220372714735;13;0
2019-08-21 10:00:00 +0000;320;212.96640695184234;264.33239662135554;20;4
2019-08-21 11:00:00 +0000;235;156.39720510525922;206.44700009346707;16;2
2019-08-21 12:00:00 +0000;53;35.27256115139889;49.41000000000349;4;0
2019-08-21 13:00:00 +0000;344;228.9388874732305;279.74950099465786;21;4
2019-08-21 14:00:00 +0000;344;228.93888747323052;294.75580023769;22;4
2019-08-21 15:00:00 +0000;215;143.08680467076906;189.7510000133625;14;2
2019-08-21 17:00:00 +0000;1011;672.8407419634771;854.6848006916116;64;6
2019-08-21 18:00:00 +0000;100;66.55200217245073;76.22650015351246;6;1
2019-08-21 23:00:00 +0000;37;24.62424080380677;28.052000026698806;2;0
2019-08-22 06:00:00 +0000;579;385.33609257848974;455.58549062520103;34;5
2019-08-22 07:00:00 +0000;443;294.82536962395676;380.79900008671393;29;4
2019-08-22 08:00:00 +0000;166;110.47632360626821;147.30200002668425;11;2
2019-08-22 09:00:00 +0000;310;206.31120673459728;258.05350051404093;19;0
2019-08-22 10:00:00 +0000;498;331.42897081880466;423.2135003805015;32;6
2019-08-22 12:00:00 +0000;887;590.316259269638;732.9745021296549;55;3
2019-08-22 13:00:00 +0000;968;644.2233810293231;859.2550001334457;65;6
2019-08-22 15:00:00 +0000;365;242.91480792944515;318.12910010811174;24;4
2019-08-22 16:00:00 +0000;781;519.7711369668402;663.3489083992044;50;0
2019-08-22 17:00:00 +0000;503;334.7565709274272;432.4424801885836;32;2
2019-08-22 18:00:00 +0000;673;447.8949746205935;576.3951125335642;43;2
